"check_id","category","quantity","expected","observed","tolerance","status","source","notes"
"CELL_0882","reported_table_cell","Table 1 61901 all_SoBI","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0883","reported_table_cell","Table 1 61901 total_detections","32","32","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0884","reported_table_cell","Table 1 61901 release_Rx1_days","2.17","2.166805555555555","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0885","reported_table_cell","Table 1 61901 release_HoT_days","3.54","3.536377314814815","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0886","reported_table_cell","Table 1 61901 HoT_inner_days","1.97","1.965277777777778","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0887","reported_table_cell","Table 1 61901 HoT_outer_days","4.46","4.456331018518519","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0888","reported_table_cell","Table 1 61901 HoT_SoBI_days","36.32","36.32414351851852","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0889","reported_table_cell","Table 1 61902 fish_id","61902","61902","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0890","reported_table_cell","Table 1 61902 fork_length_mm","139","139","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0891","reported_table_cell","Table 1 61902 weight_g","23.3","23.3","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0892","reported_table_cell","Table 1 61902 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0893","reported_table_cell","Table 1 61902 all_MM","13","13","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0894","reported_table_cell","Table 1 61902 Rx1","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0895","reported_table_cell","Table 1 61902 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0896","reported_table_cell","Table 1 61902 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0897","reported_table_cell","Table 1 61902 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0898","reported_table_cell","Table 1 61902 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0899","reported_table_cell","Table 1 61902 Rx2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0900","reported_table_cell","Table 1 61902 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0901","reported_table_cell","Table 1 61902 R3a","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0902","reported_table_cell","Table 1 61902 R3b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0903","reported_table_cell","Table 1 61902 HoT","23","23","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0904","reported_table_cell","Table 1 61902 Inner_Bay","2","2","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0905","reported_table_cell","Table 1 61902 Outer_Bay","9","9","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0906","reported_table_cell","Table 1 61902 all_SoBI","6","6","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0907","reported_table_cell","Table 1 61902 total_detections","58","58","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0908","reported_table_cell","Table 1 61902 release_Rx1_days","1.38","1.377280092592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0909","reported_table_cell","Table 1 61902 release_HoT_days","2.42","2.41568287037037","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0910","reported_table_cell","Table 1 61902 HoT_inner_days","1.11","1.114780092592593","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0911","reported_table_cell","Table 1 61902 HoT_outer_days","3.3","3.299386574074074","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0912","reported_table_cell","Table 1 61902 HoT_SoBI_days","39.73","39.73215277777778","0.005000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0913","reported_table_cell","Table 1 61903 fish_id","61903","61903","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0914","reported_table_cell","Table 1 61903 fork_length_mm","148","148","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0915","reported_table_cell","Table 1 61903 weight_g","23.7","23.7","0.050000000001","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0916","reported_table_cell","Table 1 61903 RP1","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0917","reported_table_cell","Table 1 61903 all_MM","1","1","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0918","reported_table_cell","Table 1 61903 Rx1","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0919","reported_table_cell","Table 1 61903 R1a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0920","reported_table_cell","Table 1 61903 R1b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0921","reported_table_cell","Table 1 61903 R2a","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0922","reported_table_cell","Table 1 61903 Rx2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0923","reported_table_cell","Table 1 61903 Rx2a","3","3","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
"CELL_0924","reported_table_cell","Table 1 61903 R2b","0","0","0","PASS","audit/reported_table_cells.csv","Audited reporting cells; author-approved 2008 correction. Calculations use analytical inputs, not these reference cells."
